hvfhs_license_num,dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
HV0003,B02888,2021-01-01 00:44:27,2021-01-01 00:54:03,82,226,
HV0003,B02888,2021-01-01 00:57:41,2021-01-01 01:07:56,226,112,
HV0003,B02877,2021-01-01 00:09:47,2021-01-01 00:29:09,76,61,
HV0003,B02877,2021-01-01 00:54:02,2021-01-01 01:01:36,61,61,
HV0003,B02884,2021-01-01 00:46:42,2021-01-01 01:03:36,170,50,
HV0005,B02510,2021-01-01 00:18:38,2021-01-01 00:26:56,129,7,
HV0005,B02510,2021-01-01 00:29:29,2021-01-01 01:16:23,7,265,
HV0003,B02395,2021-01-01 00:21:30,2021-01-01 00:35:15,258,225,
HV0003,B02395,2021-01-01 00:38:27,2021-01-01 00:48:43,177,35,
HV0003,B02395,2021-01-01 00:49:48,2021-01-01 00:59:44,35,72,
HV0003,B02872,2021-01-01 00:26:40,2021-01-01 00:37:26,179,192,
HV0003,B02872,2021-01-01 00:42:23,2021-01-01 00:49:06,192,92,
HV0003,B02872,2021-01-01 00:54:39,2021-01-01 01:03:12,92,53,
HV0003,B02880,2021-01-01 00:03:21,2021-01-01 00:30:02,49,10,
HV0003,B02880,2021-01-01 00:34:35,2021-01-01 00:47:12,10,63,
HV0003,B02880,2021-01-01 00:50:24,2021-01-01 00:54:35,63,76,
HV0003,B02880,2021-01-01 00:59:15,2021-01-01 01:28:39,76,56,
HV0003,B02878,2021-01-01 00:19:45,2021-01-01 00:25:45,18,174,
HV0003,B02878,2021-01-01 00:28:27,2021-01-01 00:32:08,174,241,
HV0003,B02871,2021-01-01 00:44:04,2021-01-01 00:53:36,165,123,
HV0003,B02871,2021-01-01 00:59:35,2021-01-01 01:24:49,149,97,
HV0003,B02887,2021-01-01 00:00:36,2021-01-01 00:38:56,168,265,
HV0003,B02877,2021-01-01 00:22:52,2021-01-01 00:27:03,188,61,
HV0003,B02877,2021-01-01 00:38:35,2021-01-01 00:47:19,188,39,
HV0003,B02877,2021-01-01 00:52:55,2021-01-01 01:07:40,91,177,
HV0003,B02512,2021-01-01 00:43:14,2021-01-01 00:54:32,164,68,
HV0005,B02510,2021-01-01 00:04:43,2021-01-01 00:12:13,149,165,
HV0005,B02510,2021-01-01 00:18:32,2021-01-01 00:52:42,165,249,
HV0005,B02510,2021-01-01 00:58:57,2021-01-01 01:10:08,249,33,
HV0003,B02867,2021-01-01 00:56:02,2021-01-01 01:05:31,68,137,
HV0003,B02889,2021-01-01 00:22:09,2021-01-01 00:37:49,129,135,
HV0003,B02889,2021-01-01 00:42:19,2021-01-01 00:52:55,135,56,
HV0003,B02889,2021-01-01 00:58:26,2021-01-01 01:07:31,173,157,
HV0005,B02510,2021-01-01 00:07:23,2021-01-01 00:12:57,62,35,
HV0005,B02510,2021-01-01 00:16:22,2021-01-01 01:03:34,35,202,
HV0003,B02872,2021-01-01 00:09:35,2021-01-01 00:19:32,148,231,
HV0003,B02872,2021-01-01 00:37:15,2021-01-01 00:43:35,231,114,
HV0005,B02510,2021-01-01 00:52:07,2021-01-01 01:01:51,4,141,
HV0003,B02880,2021-01-01 00:11:22,2021-01-01 00:23:03,82,173,
HV0003,B02880,2021-01-01 00:27:12,2021-01-01 00:37:09,173,82,
HV0003,B02880,2021-01-01 00:41:48,2021-01-01 00:49:18,82,196,
HV0003,B02880,2021-01-01 00:56:14,2021-01-01 01:12:51,160,33,
HV0003,B02872,2021-01-01 00:31:43,2021-01-01 00:48:05,169,213,
HV0003,B02872,2021-01-01 00:51:29,2021-01-01 01:02:09,213,208,
HV0003,B02872,2021-01-01 00:08:30,2021-01-01 00:11:24,39,91,
HV0003,B02872,2021-01-01 00:30:25,2021-01-01 00:40:46,61,35,
HV0003,B02872,2021-01-01 00:50:50,2021-01-01 01:05:21,177,37,
HV0003,B02872,2021-01-01 00:54:57,2021-01-01 01:03:53,125,79,
HV0005,B02510,2021-01-01 00:03:14,2021-01-01 00:16:07,78,126,
HV0005,B02510,2021-01-01 00:19:13,2021-01-01 00:30:29,126,212,
HV0005,B02510,2021-01-01 00:37:32,2021-01-01 00:39:18,248,248,
HV0005,B02510,2021-01-01 00:45:23,2021-01-01 01:13:08,213,80,
HV0003,B02866,2021-01-01 00:38:16,2021-01-01 00:51:40,233,144,
HV0003,B02866,2021-01-01 00:57:44,2021-01-01 01:11:33,231,141,
HV0003,B02864,2021-01-01 00:12:41,2021-01-01 00:14:54,241,241,
HV0003,B02864,2021-01-01 00:20:14,2021-01-01 00:27:47,241,241,
HV0003,B02864,2021-01-01 00:28:56,2021-01-01 00:35:57,241,220,
HV0003,B02864,2021-01-01 00:39:44,2021-01-01 01:13:58,153,160,
HV0005,B02510,2021-01-01 00:33:18,2021-01-01 00:39:12,14,14,
HV0003,B02836,2021-01-01 00:07:30,2021-01-01 00:08:57,203,203,
HV0003,B02836,2021-01-01 00:18:55,2021-01-01 00:51:52,203,225,
HV0003,B02764,2021-01-01 00:56:35,2021-01-01 01:17:08,155,29,
HV0003,B02882,2021-01-01 00:31:42,2021-01-01 00:48:27,263,144,
HV0003,B02765,2021-01-01 00:17:34,2021-01-01 00:25:49,37,198,
HV0003,B02765,2021-01-01 00:27:52,2021-01-01 00:39:24,198,80,
HV0003,B02765,2021-01-01 00:42:54,2021-01-01 00:51:09,80,256,
HV0003,B02765,2021-01-01 00:56:19,2021-01-01 01:02:54,256,37,
HV0005,B02510,2021-01-01 00:11:53,2021-01-01 00:25:16,213,242,
HV0005,B02510,2021-01-01 00:26:59,2021-01-01 00:45:10,242,159,
HV0005,B02510,2021-01-01 00:50:23,2021-01-01 01:11:39,159,18,
HV0003,B02878,2021-01-01 00:05:28,2021-01-01 00:20:15,76,61,
HV0003,B02878,2021-01-01 00:27:53,2021-01-01 00:42:48,61,91,
HV0003,B02878,2021-01-01 00:47:51,2021-01-01 01:08:55,155,227,
HV0005,B02510,2021-01-01 00:57:54,2021-01-01 01:17:32,42,240,
HV0003,B02682,2021-01-01 00:39:49,2021-01-01 00:45:30,232,4,
HV0003,B02682,2021-01-01 00:49:18,2021-01-01 01:15:03,4,36,
HV0003,B02764,2021-01-01 00:50:25,2021-01-01 00:57:25,246,48,
HV0003,B02872,2021-01-01 00:45:41,2021-01-01 01:18:25,49,244,
HV0005,B02510,2021-01-01 00:12:33,2021-01-01 00:15:03,39,39,
HV0005,B02510,2021-01-01 00:26:41,2021-01-01 00:36:16,39,77,
HV0005,B02510,2021-01-01 00:40:28,2021-01-01 01:02:31,77,189,
HV0004,B02800,2021-01-01 00:27:51,2021-01-01 00:35:20,116,166,
HV0003,B02884,2021-01-01 00:35:02,2021-01-01 00:46:33,212,168,
HV0003,B02884,2021-01-01 00:52:22,2021-01-01 01:02:33,168,42,
HV0003,B02765,2021-01-01 00:17:40,2021-01-01 00:24:29,145,112,
HV0003,B02765,2021-01-01 00:33:17,2021-01-01 00:47:40,112,37,
HV0003,B02765,2021-01-01 00:51:50,2021-01-01 00:59:56,36,225,
HV0003,B02879,2021-01-01 00:36:47,2021-01-01 00:59:24,91,77,
HV0005,B02510,2021-01-01 00:09:40,2021-01-01 00:20:45,97,52,
HV0005,B02510,2021-01-01 00:22:41,2021-01-01 00:39:31,52,4,
HV0005,B02510,2021-01-01 00:43:55,2021-01-01 00:53:35,4,137,
HV0003,B02617,2021-01-01 00:57:55,2021-01-01 01:09:19,170,145,
HV0003,B02883,2021-01-01 00:39:48,2021-01-01 00:48:03,79,140,
HV0003,B02869,2021-01-01 00:31:01,2021-01-01 00:54:39,90,255,
HV0003,B02878,2021-01-01 00:17:19,2021-01-01 00:22:45,174,18,
HV0003,B02878,2021-01-01 00:26:35,2021-01-01 00:54:22,18,260,
HV0003,B02764,2021-01-01 00:47:37,2021-01-01 00:54:50,164,249,
HV0005,B02510,2021-01-01 00:33:21,2021-01-01 00:51:47,143,112,
HV0005,B02510,2021-01-01 00:56:08,2021-01-01 01:06:50,112,233,
HV0005,B02510,2021-01-01 00:12:01,2021-01-01 00:41:02,232,39,
HV0005,B02510,2021-01-01 00:49:23,2021-01-01 01:12:34,72,65,
HV0003,B02764,2021-01-01 00:30:41,2021-01-01 00:38:19,151,75,
HV0003,B02764,2021-01-01 00:39:02,2021-01-01 00:44:28,75,263,
HV0003,B02764,2021-01-01 00:45:41,2021-01-01 00:53:01,42,41,
HV0003,B02764,2021-01-01 00:55:01,2021-01-01 01:01:53,41,238,
HV0003,B02764,2021-01-01 00:24:57,2021-01-01 00:36:04,189,61,
HV0003,B02764,2021-01-01 00:40:58,2021-01-01 00:54:25,61,71,
HV0005,B02510,2021-01-01 00:52:18,2021-01-01 01:12:35,107,112,
HV0003,B02512,2021-01-01 00:12:51,2021-01-01 00:18:02,181,257,
HV0003,B02512,2021-01-01 00:26:26,2021-01-01 00:58:37,106,109,
HV0003,B02878,2021-01-01 00:36:22,2021-01-01 01:00:12,181,36,
HV0003,B02682,2021-01-01 00:14:23,2021-01-01 00:28:39,242,69,
HV0003,B02682,2021-01-01 00:35:23,2021-01-01 00:49:20,69,74,
HV0003,B02682,2021-01-01 00:57:53,2021-01-01 01:01:48,168,74,
HV0003,B02864,2021-01-01 00:31:03,2021-01-01 00:40:56,263,239,
HV0003,B02864,2021-01-01 00:42:09,2021-01-01 00:53:19,239,140,
HV0003,B02864,2021-01-01 00:57:45,2021-01-01 01:13:02,141,211,
HV0003,B02764,2021-01-01 00:11:35,2021-01-01 00:31:02,79,235,
HV0003,B02764,2021-01-01 00:34:27,2021-01-01 00:47:20,235,244,
HV0003,B02764,2021-01-01 00:49:49,2021-01-01 01:08:29,244,238,
HV0005,B02510,2021-01-01 00:07:00,2021-01-01 00:20:30,208,167,
HV0005,B02510,2021-01-01 00:30:34,2021-01-01 00:47:57,167,244,
HV0005,B02510,2021-01-01 00:52:51,2021-01-01 01:08:29,244,69,
HV0003,B02869,2021-01-01 00:12:03,2021-01-01 00:25:25,43,229,
HV0003,B02869,2021-01-01 00:28:56,2021-01-01 00:33:10,233,141,
HV0003,B02869,2021-01-01 00:36:30,2021-01-01 00:39:49,141,229,
HV0003,B02869,2021-01-01 00:48:54,2021-01-01 01:00:29,237,239,
HV0005,B02510,2021-01-01 00:11:49,2021-01-01 00:20:18,25,65,
HV0003,B02882,2021-01-01 00:31:24,2021-01-01 00:41:44,25,88,
HV0003,B02882,2021-01-01 00:43:01,2021-01-01 00:59:19,87,141,
HV0005,B02510,2021-01-01 00:10:07,2021-01-01 00:38:10,76,167,
HV0005,B02510,2021-01-01 00:42:38,2021-01-01 01:03:57,167,7,
HV0003,B02395,2021-01-01 00:11:42,2021-01-01 00:25:16,246,236,
HV0005,B02510,2021-01-01 00:23:58,2021-01-01 00:37:02,47,126,
HV0005,B02510,2021-01-01 00:41:23,2021-01-01 00:54:41,126,41,
HV0005,B02510,2021-01-01 00:59:15,2021-01-01 01:28:19,41,49,
HV0003,B02883,2021-01-01 00:21:43,2021-01-01 00:34:33,228,221,
HV0003,B02883,2021-01-01 00:37:27,2021-01-01 00:48:24,115,23,
HV0003,B02764,2021-01-01 00:11:50,2021-01-01 00:29:23,256,225,
HV0003,B02764,2021-01-01 00:36:10,2021-01-01 00:41:47,225,37,
HV0003,B02764,2021-01-01 00:44:23,2021-01-01 00:57:29,37,17,
HV0003,B02887,2021-01-01 00:20:00,2021-01-01 00:33:19,188,257,
HV0003,B02887,2021-01-01 00:38:08,2021-01-01 00:44:37,89,188,
HV0003,B02887,2021-01-01 00:49:46,2021-01-01 01:02:45,188,49,
HV0005,B02510,2021-01-01 00:25:43,2021-01-01 00:38:36,225,77,
HV0005,B02510,2021-01-01 00:43:53,2021-01-01 01:16:52,76,34,
HV0003,B02764,2021-01-01 00:19:09,2021-01-01 00:36:27,126,41,
HV0003,B02764,2021-01-01 00:41:26,2021-01-01 00:56:05,41,247,
HV0005,B02510,2021-01-01 00:27:24,2021-01-01 00:36:44,151,142,
HV0005,B02510,2021-01-01 00:40:23,2021-01-01 00:55:14,239,107,
HV0005,B02510,2021-01-01 00:10:36,2021-01-01 00:24:32,71,61,
HV0005,B02510,2021-01-01 00:32:41,2021-01-01 00:42:56,177,225,
HV0005,B02510,2021-01-01 00:53:02,2021-01-01 01:04:13,61,177,
HV0003,B02617,2021-01-01 00:34:27,2021-01-01 00:48:55,14,65,
HV0003,B02617,2021-01-01 00:39:53,2021-01-01 00:55:05,79,189,
HV0003,B02617,2021-01-01 00:58:49,2021-01-01 01:14:52,97,85,
HV0005,B02510,2021-01-01 00:32:52,2021-01-01 00:42:37,68,114,
HV0005,B02510,2021-01-01 00:53:41,2021-01-01 01:17:35,79,14,
HV0003,B02889,2021-01-01 00:27:54,2021-01-01 00:38:01,212,242,
HV0003,B02889,2021-01-01 00:41:35,2021-01-01 00:50:35,242,208,
HV0003,B02889,2021-01-01 00:58:35,2021-01-01 01:05:10,185,185,
HV0003,B02884,2021-01-01 00:19:07,2021-01-01 00:57:23,72,265,
HV0003,B02764,2021-01-01 00:23:05,2021-01-01 00:27:44,228,228,
HV0003,B02764,2021-01-01 00:31:46,2021-01-01 01:08:17,227,198,
HV0003,B02882,2021-01-01 00:10:10,2021-01-01 00:20:31,119,241,
HV0003,B02882,2021-01-01 00:25:54,2021-01-01 00:40:25,241,244,
HV0003,B02882,2021-01-01 00:43:38,2021-01-01 01:00:14,244,254,
HV0003,B02836,2021-01-01 00:14:46,2021-01-01 00:23:34,77,39,
HV0003,B02836,2021-01-01 00:28:27,2021-01-01 00:37:19,39,39,
HV0003,B02836,2021-01-01 00:40:57,2021-01-01 00:45:28,39,39,
HV0003,B02836,2021-01-01 00:52:15,2021-01-01 01:10:09,39,10,
HV0003,B02869,2021-01-01 00:17:16,2021-01-01 00:26:45,248,169,
HV0003,B02869,2021-01-01 00:35:56,2021-01-01 00:46:03,20,241,
HV0003,B02869,2021-01-01 00:52:46,2021-01-01 01:05:13,136,32,
HV0003,B02764,2021-01-01 00:26:19,2021-01-01 00:38:18,145,83,
HV0003,B02764,2021-01-01 00:42:35,2021-01-01 00:51:30,260,196,
HV0003,B02764,2021-01-01 00:45:58,2021-01-01 00:56:05,161,145,
HV0005,B02510,2021-01-01 00:06:31,2021-01-01 00:25:01,238,42,
HV0005,B02510,2021-01-01 00:38:43,2021-01-01 00:54:55,74,60,
HV0003,B02395,2021-01-01 00:22:18,2021-01-01 00:32:06,39,72,
HV0003,B02395,2021-01-01 00:41:28,2021-01-01 00:51:58,72,39,
HV0003,B02395,2021-01-01 00:56:18,2021-01-01 01:26:23,39,25,
HV0003,B02682,2021-01-01 00:13:00,2021-01-01 00:18:44,75,74,
HV0003,B02682,2021-01-01 00:24:35,2021-01-01 00:30:33,168,167,
HV0003,B02682,2021-01-01 00:45:40,2021-01-01 00:59:58,47,235,
HV0005,B02510,2021-01-01 00:35:35,2021-01-01 00:51:58,4,48,
HV0005,B02510,2021-01-01 00:57:20,2021-01-01 01:07:12,142,263,
HV0003,B02887,2021-01-01 00:31:36,2021-01-01 01:02:09,141,177,
HV0003,B02882,2021-01-01 00:55:03,2021-01-01 01:22:56,213,69,
HV0003,B02395,2021-01-01 00:08:33,2021-01-01 00:20:03,62,72,
HV0003,B02395,2021-01-01 00:36:50,2021-01-01 00:48:28,72,91,
HV0003,B02395,2021-01-01 00:49:31,2021-01-01 01:08:18,91,26,
HV0005,B02510,2021-01-01 00:45:10,2021-01-01 00:59:33,243,174,
HV0004,B02800,2021-01-01 00:18:57,2021-01-01 00:36:36,7,127,
HV0005,B02510,2021-01-01 00:20:27,2021-01-01 00:37:35,75,244,
HV0005,B02510,2021-01-01 00:41:16,2021-01-01 00:53:43,244,116,
HV0005,B02510,2021-01-01 00:55:52,2021-01-01 01:01:48,116,166,
HV0003,B02875,2021-01-01 00:19:58,2021-01-01 00:35:03,137,80,
HV0003,B02875,2021-01-01 00:47:52,2021-01-01 01:03:21,80,90,
HV0003,B02764,2021-01-01 00:37:03,2021-01-01 01:03:18,263,62,
HV0003,B02879,2021-01-01 00:17:14,2021-01-01 00:24:43,208,185,
HV0003,B02879,2021-01-01 00:29:51,2021-01-01 00:40:35,32,200,
HV0003,B02879,2021-01-01 00:41:55,2021-01-01 00:45:21,200,241,
HV0003,B02879,2021-01-01 00:48:41,2021-01-01 00:57:40,241,174,
HV0003,B02879,2021-01-01 00:59:12,2021-01-01 01:11:50,174,208,
HV0003,B02866,2021-01-01 00:33:06,2021-01-01 00:42:55,181,61,
HV0003,B02866,2021-01-01 00:52:54,2021-01-01 01:00:11,61,225,
HV0003,B02875,2021-01-01 00:43:36,2021-01-01 01:06:54,48,146,
HV0005,B02510,2021-01-01 00:15:56,2021-01-01 00:26:30,45,232,
HV0003,B02617,2021-01-01 00:31:57,2021-01-01 00:57:11,232,188,
HV0005,B02510,2021-01-01 00:01:32,2021-01-01 00:17:37,214,118,
HV0005,B02510,2021-01-01 00:43:57,2021-01-01 00:50:02,14,228,
HV0005,B02510,2021-01-01 00:53:29,2021-01-01 00:58:38,228,227,
HV0005,B02510,2021-01-01 00:50:42,2021-01-01 01:05:17,157,121,
HV0005,B02510,2021-01-01 00:28:28,2021-01-01 00:40:12,79,229,
HV0005,B02510,2021-01-01 00:46:05,2021-01-01 01:05:17,229,17,
HV0003,B02879,2021-01-01 00:18:05,2021-01-01 00:28:51,69,41,
HV0003,B02879,2021-01-01 00:32:39,2021-01-01 00:48:41,41,129,
HV0003,B02879,2021-01-01 00:53:11,2021-01-01 00:55:32,129,129,
HV0003,B02889,2021-01-01 00:46:16,2021-01-01 00:53:55,231,249,
HV0003,B02889,2021-01-01 00:58:49,2021-01-01 01:24:14,113,188,
HV0003,B02872,2021-01-01 00:14:13,2021-01-01 00:47:07,76,195,
HV0003,B02872,2021-01-01 00:53:44,2021-01-01 01:09:49,195,4,
HV0005,B02510,2021-01-01 00:50:48,2021-01-01 01:02:21,48,137,
HV0003,B02764,2021-01-01 00:12:23,2021-01-01 00:28:36,238,158,
HV0003,B02764,2021-01-01 00:46:42,2021-01-01 01:04:15,25,26,
HV0003,B02877,2021-01-01 00:33:52,2021-01-01 00:50:42,49,37,
HV0003,B02882,2021-01-01 00:53:51,2021-01-01 01:10:58,254,182,
HV0003,B02876,2021-01-01 00:47:21,2021-01-01 00:58:33,234,4,
HV0003,B02887,2021-01-01 00:17:24,2021-01-01 00:33:13,246,87,
HV0003,B02887,2021-01-01 00:36:21,2021-01-01 00:55:10,87,181,
HV0003,B02887,2021-01-01 00:58:53,2021-01-01 01:09:54,181,188,
HV0003,B02765,2021-01-01 00:00:26,2021-01-01 00:15:21,95,134,
HV0003,B02765,2021-01-01 00:24:11,2021-01-01 00:48:06,197,36,
HV0003,B02765,2021-01-01 00:51:44,2021-01-01 01:11:31,37,232,
HV0003,B02765,2021-01-01 00:09:14,2021-01-01 00:17:50,213,212,
HV0003,B02765,2021-01-01 00:25:25,2021-01-01 00:43:23,213,127,
HV0003,B02765,2021-01-01 00:48:01,2021-01-01 01:00:54,127,47,
HV0003,B02877,2021-01-01 00:29:05,2021-01-01 00:45:21,141,7,
HV0003,B02877,2021-01-01 00:48:56,2021-01-01 01:07:17,260,235,
HV0003,B02764,2021-01-01 00:15:07,2021-01-01 00:26:51,230,263,
HV0003,B02764,2021-01-01 00:31:13,2021-01-01 00:36:49,140,141,
HV0003,B02764,2021-01-01 00:38:36,2021-01-01 00:58:08,141,65,
HV0003,B02872,2021-01-01 00:35:38,2021-01-01 00:50:05,113,256,
HV0003,B02872,2021-01-01 00:53:41,2021-01-01 01:12:31,256,228,
HV0003,B02872,2021-01-01 00:08:10,2021-01-01 00:49:19,242,95,
HV0003,B02872,2021-01-01 00:53:03,2021-01-01 01:07:07,95,198,
HV0003,B02764,2021-01-01 00:10:06,2021-01-01 00:33:09,37,145,
HV0003,B02764,2021-01-01 00:49:25,2021-01-01 01:01:34,157,102,
HV0003,B02395,2021-01-01 00:21:13,2021-01-01 00:25:46,216,216,
HV0003,B02395,2021-01-01 00:28:54,2021-01-01 00:41:02,216,76,
HV0003,B02395,2021-01-01 00:46:09,2021-01-01 01:05:35,76,225,
HV0003,B02888,2021-01-01 00:08:48,2021-01-01 00:16:32,75,238,
HV0003,B02888,2021-01-01 00:25:39,2021-01-01 00:37:19,151,244,
HV0003,B02888,2021-01-01 00:44:48,2021-01-01 00:57:05,244,69,
HV0003,B02888,2021-01-01 00:58:06,2021-01-01 01:14:11,69,20,
HV0005,B02510,2021-01-01 00:09:16,2021-01-01 00:40:04,61,42,
HV0005,B02510,2021-01-01 00:51:01,2021-01-01 01:11:27,116,51,
HV0003,B02876,2021-01-01 00:21:57,2021-01-01 00:36:01,74,42,
HV0003,B02876,2021-01-01 00:38:04,2021-01-01 01:08:21,42,36,
HV0003,B02879,2021-01-01 00:31:45,2021-01-01 00:54:33,106,89,
HV0003,B02864,2021-01-01 00:12:19,2021-01-01 00:21:23,242,169,
HV0003,B02864,2021-01-01 00:24:02,2021-01-01 00:32:41,169,78,
HV0003,B02864,2021-01-01 00:37:19,2021-01-01 00:44:50,78,169,
HV0003,B02864,2021-01-01 00:50:45,2021-01-01 00:55:11,47,78,
HV0003,B02864,2021-01-01 00:57:40,2021-01-01 01:05:42,78,169,
HV0003,B02870,2021-01-01 00:23:59,2021-01-01 00:24:09,19,19,
HV0003,B02870,2021-01-01 00:25:20,2021-01-01 00:37:25,19,9,
HV0003,B02870,2021-01-01 00:44:41,2021-01-01 01:09:26,98,265,
HV0003,B02880,2021-01-01 00:17:32,2021-01-01 00:34:03,255,225,
HV0003,B02880,2021-01-01 00:37:06,2021-01-01 00:42:33,225,225,
HV0003,B02880,2021-01-01 00:48:01,2021-01-01 01:16:56,37,227,
HV0005,B02510,2021-01-01 00:18:59,2021-01-01 00:32:30,168,136,
HV0005,B02510,2021-01-01 00:37:22,2021-01-01 00:55:04,18,265,
HV0003,B02765,2021-01-01 00:00:21,2021-01-01 00:10:02,247,168,
HV0003,B02682,2021-01-01 00:10:22,2021-01-01 00:17:05,79,249,
HV0003,B02682,2021-01-01 00:33:01,2021-01-01 01:02:08,158,85,
HV0003,B02682,2021-01-01 00:10:25,2021-01-01 00:29:51,41,7,
HV0003,B02682,2021-01-01 00:34:10,2021-01-01 01:02:23,7,50,
HV0005,B02510,2021-01-01 00:43:41,2021-01-01 00:47:18,198,36,
HV0005,B02510,2021-01-01 00:50:45,2021-01-01 00:57:53,36,36,
HV0003,B02395,2021-01-01 00:13:40,2021-01-01 00:30:41,241,3,
HV0003,B02395,2021-01-01 00:33:54,2021-01-01 00:45:43,3,78,
HV0003,B02395,2021-01-01 00:50:26,2021-01-01 01:04:11,248,169,
HV0003,B02864,2021-01-01 00:20:54,2021-01-01 00:44:42,112,37,
HV0003,B02864,2021-01-01 00:51:00,2021-01-01 01:03:37,36,80,
HV0005,B02510,2021-01-01 00:20:00,2021-01-01 00:33:35,180,132,
HV0005,B02510,2021-01-01 00:46:21,2021-01-01 00:52:43,203,218,
HV0005,B02510,2021-01-01 00:20:07,2021-01-01 00:36:26,68,170,
HV0005,B02510,2021-01-01 00:41:52,2021-01-01 00:45:35,137,229,
HV0005,B02510,2021-01-01 00:52:40,2021-01-01 01:05:03,137,112,
HV0005,B02510,2021-01-01 00:12:31,2021-01-01 00:17:40,82,82,
HV0005,B02510,2021-01-01 00:21:13,2021-01-01 00:26:13,82,129,
HV0003,B02876,2021-01-01 00:29:29,2021-01-01 00:40:34,173,56,
HV0003,B02876,2021-01-01 00:44:47,2021-01-01 01:00:12,56,53,
HV0005,B02510,2021-01-01 00:18:59,2021-01-01 00:35:19,36,256,
HV0005,B02510,2021-01-01 00:38:33,2021-01-01 01:01:39,256,48,
HV0005,B02510,2021-01-01 00:21:08,2021-01-01 00:27:50,89,188,
HV0003,B02835,2021-01-01 00:39:08,2021-01-01 00:50:18,17,61,
HV0003,B02835,2021-01-01 00:55:19,2021-01-01 01:33:06,225,205,
HV0003,B02871,2021-01-01 00:33:43,2021-01-01 00:47:52,255,61,
HV0005,B02510,2021-01-01 00:53:10,2021-01-01 01:21:09,114,21,
HV0003,B02512,2021-01-01 00:18:35,2021-01-01 00:26:53,167,42,
HV0003,B02512,2021-01-01 00:35:39,2021-01-01 00:42:59,116,116,
HV0003,B02512,2021-01-01 00:44:54,2021-01-01 01:15:59,116,132,
